transaction_id,user_id,amount,merchant,category,location,device_id,timestamp,status,is_anomaly,anomaly_type
4e630e72-a81c-41ae-9e71-9152361c7be9,31,647.74,Steam Games,Entertainment,"Mumbai, IN",device-laptop-031,2026-08-11T21:04:18.823367+00:00,APPROVED,0,None
c62b112d-af34-4dfb-ae65-e41433f3a39f,32,1818.27,Flipkart,Shopping,"Hyderabad, IN",device-mobile-032,2026-08-11T21:11:41.823367+00:00,APPROVED,0,None
338ab9ff-9e29-4c1e-95d3-d1116ed4d195,30,291.49,McDonald's,Food & Dining,"Bengaluru, IN",device-mobile-030,2026-08-11T21:19:38.823367+00:00,APPROVED,0,None
d6ff8cef-c5a0-4e96-9163-b95918c3464c,11,403.46,Tiffany & Co,Luxury & Jewelry,"Delhi, IN",device-mobile-011,2026-08-11T21:21:11.823367+00:00,APPROVED,0,None
30edd369-b63c-4253-a4fe-c778c56284ec,29,1662.52,Samsung Store,Electronics,"Pune, IN",device-mobile-029,2026-08-11T21:26:05.823367+00:00,APPROVED,0,None
414fe77c-7065-4f7a-a2ec-5a634d5a2590,5,969.85,IRCTC,Travel,"Mumbai, IN",device-mobile-005,2026-08-11T21:27:29.823367+00:00,APPROVED,0,None
142339c3-0ad5-4a15-9c45-40b1ae7912c9,23,781.22,Zomato,Food & Dining,"Hyderabad, IN",device-mobile-023,2026-08-11T21:29:28.823367+00:00,APPROVED,0,None
8e0b42b1-8cb8-443e-a735-89f04df96627,6,386.46,Dominos,Food & Dining,"Hyderabad, IN",device-mobile-006,2026-08-11T21:34:13.823367+00:00,APPROVED,0,None
67f8aaeb-8ad1-41ca-bf09-2ba2f976598b,42,5953.61,Reliance Digital,Electronics,"Ahmedabad, IN",device-mobile-042,2026-08-11T21:39:52.823367+00:00,APPROVED,0,None
c12b1d2d-671c-4f0f-aedc-a6e3ca878518,16,1174.25,Ajio,Shopping,"Chennai, IN",device-mobile-016,2026-08-11T21:47:31.823367+00:00,APPROVED,0,None
77f71efa-5184-4099-aa5e-43b890cdb0a5,50,1608.84,IRCTC,Travel,"Kolkata, IN",device-mobile-050,2026-08-11T21:54:16.823367+00:00,APPROVED,0,None
f9d1a77f-1072-4c27-9b50-da7b94c8a1a5,35,2607.45,Nature's Basket,Groceries,"Mumbai, IN",device-mobile-035,2026-08-11T22:13:54.823367+00:00,APPROVED,0,None
0f4d0a15-7d2c-4992-bb9f-246cfb5b49e6,14,44387.24,Apple Store,Electronics,"Chennai, IN",device-emulator-root-2325,2026-08-11T22:18:19.823367+00:00,SUSPICIOUS,1,UNRECOGNIZED_DEVICE
9284c0cf-a0c2-4139-9971-e6468f75344c,50,5703.19,Amazon India,Shopping,"Kolkata, IN",device-mobile-050,2026-08-11T22:21:08.823367+00:00,SUSPICIOUS,1,RAPID_BURST
3afd4fef-4d83-4b00-96fa-190de33d3e1b,9,2369.95,Zomato,Food & Dining,"Pune, IN",device-mobile-009,2026-08-11T22:30:03.823367+00:00,APPROVED,0,None
0e3b68aa-21b6-43ab-994a-2decb0d47c94,23,1518.58,PVR Cinemas,Entertainment,"Hyderabad, IN",device-mobile-023,2026-08-11T22:30:45.823367+00:00,APPROVED,0,None
f9d2489d-2c36-49ee-be2a-1e0cd0abfd53,31,2073.96,PVR Cinemas,Entertainment,"Delhi, IN",device-mobile-031,2026-08-11T22:39:41.823367+00:00,APPROVED,0,None
acd6cb4a-5349-4935-93f0-7965903843b5,27,955.56,DMart,Groceries,"Chennai, IN",device-mobile-027,2026-08-11T22:43:10.823367+00:00,APPROVED,0,None
6d7c5912-c2bf-4c2b-aa8e-65a19a5207fb,3,5995.63,H&M,Shopping,"Delhi, IN",device-laptop-003,2026-08-11T22:57:04.823367+00:00,APPROVED,0,None
5a158789-8f63-4cda-8ba7-75c48750f77e,49,2573.34,Zara,Shopping,"Delhi, IN",device-mobile-049,2026-08-11T23:14:07.823367+00:00,APPROVED,0,None
efb97e5d-4fb3-4542-a9b4-9795c2360a09,32,594.7,Swiggy,Food & Dining,"Hyderabad, IN",device-mobile-032,2026-08-11T23:14:43.823367+00:00,APPROVED,0,None
1510a92f-0c18-40ba-b629-9f20374c5f54,45,1279.04,Dominos,Food & Dining,"Kolkata, IN",device-mobile-045,2026-08-11T23:28:30.823367+00:00,APPROVED,0,None
c5c80231-7a89-4345-bcaf-3ad4f79c1da7,29,2197.16,Jio Recharge,Utilities,"Pune, IN",device-mobile-029,2026-08-11T23:28:56.823367+00:00,APPROVED,0,None
a6d222eb-6621-4bfa-8582-97975de4b375,42,1940.86,PVR Cinemas,Entertainment,"Delhi, IN",device-mobile-042,2026-08-11T23:29:29.823367+00:00,APPROVED,0,None
4aabb19f-1f22-4f83-8741-7aed7fd07f78,22,976.78,Reliance Digital,Electronics,"Bengaluru, IN",device-mobile-022,2026-08-12T00:03:09.823367+00:00,APPROVED,0,None
157f81ef-cb04-422b-8e44-e85c3d8cf6e9,30,940.01,Reliance Digital,Electronics,"Bengaluru, IN",device-mobile-030,2026-08-12T00:06:38.823367+00:00,APPROVED,0,None
9bd6e87e-bcfc-4fdd-865c-57eec4dbf05b,47,1224.56,Barbeque Nation,Food & Dining,"Bengaluru, IN",device-mobile-047,2026-08-12T00:09:47.823367+00:00,APPROVED,0,None
1b003f86-ee66-449c-a35d-0eaac160306f,30,1690.96,Myntra,Shopping,"Bengaluru, IN",device-mobile-030,2026-08-12T00:14:11.823367+00:00,APPROVED,0,None
fff530bd-5b2c-47da-a5bd-c8108968c4f9,7,931.08,Reliance Digital,Electronics,"Mumbai, IN",device-mobile-007,2026-08-12T00:23:03.823367+00:00,APPROVED,0,None
d9a9d5df-d077-4535-a48c-eddeb4a7d7f5,37,1754.65,Spotify,Entertainment,"Kolkata, IN",device-mobile-037,2026-08-12T00:32:12.823367+00:00,APPROVED,0,None
98986860-cb32-4011-9a48-b495eb98bfba,1,3258.89,Apple Store,Electronics,"Bengaluru, IN",device-mobile-001,2026-08-12T00:38:45.823367+00:00,APPROVED,0,None
6729d388-123c-49c0-a4db-4baf376fb262,23,1540.09,Bescom,Utilities,"Hyderabad, IN",device-mobile-023,2026-08-12T00:38:56.823367+00:00,APPROVED,0,None
8f434563-5ee0-4992-b234-97e2a89be28c,6,721.1,Swiggy,Food & Dining,"Hyderabad, IN",device-mobile-006,2026-08-12T00:43:02.823367+00:00,APPROVED,0,None
926d0500-b772-4ebf-b180-62d7f724d64b,47,1573.3,Zepto,Groceries,"Bengaluru, IN",device-mobile-047,2026-08-12T01:00:58.823367+00:00,APPROVED,0,None
f279a2bc-f972-40de-9ea2-7df3da69d557,42,704.12,Bescom,Utilities,"Delhi, IN",device-mobile-042,2026-08-12T01:11:33.823367+00:00,APPROVED,0,None
62e70c1a-b47b-4920-a1de-b6daf10bbd3c,11,619.0,Vijay Sales,Electronics,"Delhi, IN",device-mobile-011,2026-08-12T01:13:47.823367+00:00,APPROVED,0,None
a55c3575-360f-4f0a-8977-a9a9ab9490ca,15,39920.98,Apple Store,Electronics,"Hyderabad, IN",device-emulator-root-9805,2026-08-12T01:21:19.823367+00:00,SUSPICIOUS,1,UNRECOGNIZED_DEVICE
24e3b13c-b627-4e2c-88b1-d7d2a9037507,25,1847.49,Swiggy,Food & Dining,"Bengaluru, IN",device-mobile-025,2026-08-12T02:03:52.823367+00:00,APPROVED,0,None
3404739a-2df9-4435-b7bd-eccf30f153a2,31,3523.54,Starbucks,Food & Dining,"Delhi, IN",device-mobile-031,2026-08-12T02:47:38.823367+00:00,APPROVED,0,None
90de811a-040a-4f90-8a7e-0e976ad319ae,20,1001.06,Zara,Shopping,"Pune, IN",device-mobile-020,2026-08-12T02:48:33.823367+00:00,APPROVED,0,None
75ef67da-83e7-403d-8720-8ee557095882,3,5773.77,Jio Recharge,Utilities,"Delhi, IN",device-laptop-003,2026-08-12T03:06:53.823367+00:00,APPROVED,0,None
e5704300-a37f-483f-af45-c67985947113,43,584.31,Starbucks,Food & Dining,"Pune, IN",device-mobile-043,2026-08-12T03:15:59.823367+00:00,APPROVED,0,None
40e8c9c7-038f-4da2-9daa-4a9be6545bfa,37,1055.33,Samsung Store,Electronics,"Kolkata, IN",device-mobile-037,2026-08-12T03:23:08.823367+00:00,APPROVED,0,None
266df2e2-697d-4c85-a284-afac636aecf5,44,3357.4,Vijay Sales,Electronics,"Kolkata, IN",device-mobile-044,2026-08-12T03:23:21.823367+00:00,APPROVED,0,None
bd967b34-378e-4132-b785-bcd1cd1e5112,24,4257.17,Instamart,Groceries,"Bengaluru, IN",device-mobile-024,2026-08-12T03:31:35.823367+00:00,APPROVED,0,None
728dd699-ad37-499a-90f1-d5a292f5472e,34,2415.53,Croma,Electronics,"Hyderabad, IN",device-mobile-034,2026-08-12T03:32:29.823367+00:00,APPROVED,0,None
aa0aa2e3-b5c4-4e43-91b5-f45251952aac,10,1363.93,Myntra,Shopping,"Mumbai, IN",device-mobile-010,2026-08-12T03:39:52.823367+00:00,APPROVED,0,None
54ec25eb-506f-45b7-90bb-2ac294afeabf,45,1698.23,DMart,Groceries,"Kolkata, IN",device-mobile-045,2026-08-12T03:45:00.823367+00:00,APPROVED,0,None
206a2b65-c684-41be-a151-9c0cf918a275,1,742.49,H&M,Shopping,"Bengaluru, IN",device-mobile-001,2026-08-12T03:53:19.823367+00:00,APPROVED,0,None
fc45471c-54f2-4f8f-9428-098d5aee191f,8,2526.64,Ajio,Shopping,"Kolkata, IN",device-mobile-008,2026-08-12T04:03:00.823367+00:00,APPROVED,0,None
199dacd9-847c-418e-ad5e-a77a4692487f,22,920.89,Vijay Sales,Electronics,"Bengaluru, IN",device-mobile-022,2026-08-12T04:08:57.823367+00:00,APPROVED,0,None
c94744e9-83b5-4037-a459-afb155ea7714,23,3126.15,Zomato,Food & Dining,"Chennai, IN",device-mobile-023,2026-08-12T04:15:26.823367+00:00,APPROVED,0,None
eb8038a7-5689-48d6-b704-3c23281d5f06,50,72599.74,Apple Store,Electronics,"Kolkata, IN",device-emulator-root-4229,2026-08-12T04:30:59.823367+00:00,SUSPICIOUS,1,UNRECOGNIZED_DEVICE
1b79d442-3f23-441b-928a-4f20fff34578,2,2047.74,H&M,Shopping,"Pune, IN",device-mobile-002,2026-08-12T04:37:59.823367+00:00,APPROVED,0,None
e4c15f3b-d90b-4873-bb2c-b04947949c7d,35,2365.21,Ajio,Shopping,"Mumbai, IN",device-mobile-035,2026-08-12T04:40:37.823367+00:00,APPROVED,0,None
d5a228df-5c3d-4409-adb9-70e9dcba4312,12,2058.07,Zara,Shopping,"Chennai, IN",device-mobile-012,2026-08-12T04:47:06.823367+00:00,APPROVED,0,None
95ae9b99-3edb-4f55-b2d1-0972cfa1f156,2,3435.81,Booking.com,Travel,"Pune, IN",device-mobile-002,2026-08-12T04:51:05.823367+00:00,APPROVED,0,None
c241f8e3-7b43-4fb6-917c-04e3f00ead35,1,1926.74,BookMyShow,Entertainment,"Bengaluru, IN",device-mobile-001,2026-08-12T04:59:58.823367+00:00,APPROVED,0,None
e4bd03eb-d1fb-4675-9c2c-ab3f7fb12ad4,11,556.52,Instamart,Groceries,"Delhi, IN",device-laptop-011,2026-08-12T05:39:46.823367+00:00,APPROVED,0,None
9f1c77ed-d4f3-4f11-a3a9-5117b1fd1b3c,31,1181.59,Bescom,Utilities,"Delhi, IN",device-mobile-031,2026-08-12T05:42:16.823367+00:00,APPROVED,0,None
c9640725-a4b1-40bb-9bd2-483cb3d9baa9,46,20126.2,Amazon India,Shopping,"Delhi, IN",device-mobile-046,2026-08-12T05:48:46.823367+00:00,SUSPICIOUS,1,RAPID_BURST
9cad7b05-b44e-41b5-8302-4697370715f2,36,3995.08,Zepto,Groceries,"Mumbai, IN",device-mobile-036,2026-08-12T06:10:16.823367+00:00,APPROVED,0,None
4dfd197e-f850-47dd-992a-cd51ac0d37fe,38,762.28,Amazon India,Shopping,"Hyderabad, IN",device-mobile-038,2026-08-12T06:12:44.823367+00:00,APPROVED,0,None
c564fa81-677d-4428-9321-f902df043ae8,31,4702.85,Jio Recharge,Utilities,"Delhi, IN",device-mobile-031,2026-08-12T06:12:57.823367+00:00,APPROVED,0,None
2674e783-c6bf-4e01-a0ad-bf8d9f466711,47,646.54,Ola,Travel,"Bengaluru, IN",device-mobile-047,2026-08-12T06:17:10.823367+00:00,APPROVED,0,None
7e61c9ce-c8e7-4311-bf06-3611d33a5f26,16,2249.64,Steam Games,Shopping,"London, UK",device-botnet-12,2026-08-12T06:18:15.823367+00:00,FLAGGED,1,FAILED_ATTEMPT_STUFFING
cb03513f-f4c9-4b18-91e8-97035c823b5f,33,503.28,IndiGo,Travel,"Kolkata, IN",device-mobile-033,2026-08-12T06:18:42.823367+00:00,APPROVED,0,None
20e2dfbd-38fd-4bd7-9305-3477f7ad2830,36,1980.67,Apple Store,Electronics,"Mumbai, IN",device-mobile-036,2026-08-12T06:36:54.823367+00:00,APPROVED,0,None
6dcea00a-65a9-45fc-afc2-60c9c4b32e57,25,1282.74,Tata Power,Utilities,"Bengaluru, IN",device-mobile-025,2026-08-12T06:36:54.823367+00:00,APPROVED,0,None
0ecff911-49ee-4860-ad74-314548dbd832,25,2366.71,Myntra,Shopping,"Bengaluru, IN",device-mobile-025,2026-08-12T06:40:55.823367+00:00,APPROVED,0,None
82faf6fc-a219-4ab3-be8c-5bb21869d2c5,28,1787.73,McDonald's,Food & Dining,"Chennai, IN",device-mobile-028,2026-08-12T06:41:58.823367+00:00,APPROVED,0,None
997fe7b4-043c-4feb-ad7e-1f11810f962b,32,699.86,Croma,Electronics,"Hyderabad, IN",device-mobile-032,2026-08-12T07:07:26.823367+00:00,APPROVED,0,None
b80eca69-7054-47f7-aa81-4735b0f553a4,46,3608.89,DMart,Groceries,"Delhi, IN",device-mobile-046,2026-08-12T07:20:11.823367+00:00,APPROVED,0,None
fb3b53b9-9c1a-47ce-b729-a1cdee3703fe,17,4013.68,DMart,Groceries,"Mumbai, IN",device-mobile-017,2026-08-12T07:22:24.823367+00:00,APPROVED,0,None
765d10bd-6b6e-4856-b9cc-9728d7045dae,50,3548.36,Ola,Travel,"Kolkata, IN",device-mobile-050,2026-08-12T07:22:58.823367+00:00,APPROVED,0,None
0ad059de-d64a-476a-bfd4-412917550177,5,1120.63,Bescom,Utilities,"Mumbai, IN",device-mobile-005,2026-08-12T07:57:33.823367+00:00,APPROVED,0,None
f84f924c-2688-4f4f-9c5e-f8f312a3f738,24,2460.94,PVR Cinemas,Entertainment,"Bengaluru, IN",device-laptop-024,2026-08-12T07:59:17.823367+00:00,APPROVED,0,None
66b273bf-77fd-406b-b68e-ace38aad36a0,27,1067.93,Nature's Basket,Groceries,"Chennai, IN",device-mobile-027,2026-08-12T08:02:53.823367+00:00,APPROVED,0,None
dc13e85f-e2fc-41ad-9623-9f339c43d8dd,49,1682.0,DMart,Groceries,"Delhi, IN",device-laptop-049,2026-08-12T08:06:14.823367+00:00,APPROVED,0,None
f1fd92f9-b7bc-4753-93c7-9a1027f05e1c,26,4016.02,Vijay Sales,Electronics,"Ahmedabad, IN",device-mobile-026,2026-08-12T08:21:13.823367+00:00,APPROVED,0,None
a09b949b-024c-429d-abc1-c0642dd64b6e,8,2478.64,Booking.com,Travel,"Kolkata, IN",device-mobile-008,2026-08-12T08:22:51.823367+00:00,APPROVED,0,None
1f91433f-606e-4d51-9080-502426adbf1a,43,595.51,Starbucks,Food & Dining,"Pune, IN",device-mobile-043,2026-08-12T08:36:04.823367+00:00,APPROVED,0,None
81d6fe92-0571-416c-bec6-7ed71fe2bbbe,47,719.79,IRCTC,Travel,"Pune, IN",device-mobile-047,2026-08-12T08:41:27.823367+00:00,APPROVED,0,None
d81b5632-8ccf-4fd2-be1a-fec1e13f2357,7,783.23,Bescom,Utilities,"Mumbai, IN",device-laptop-007,2026-08-12T08:51:00.823367+00:00,APPROVED,0,None
82d1c12e-775c-43e6-ad4f-b0dd4b25a365,44,2595.18,Uber,Travel,"Kolkata, IN",device-laptop-044,2026-08-12T08:55:10.823367+00:00,APPROVED,0,None
1d479a71-18ce-487b-a5a9-a42809bd1c90,3,2380.43,Bescom,Utilities,"Delhi, IN",device-mobile-003,2026-08-12T09:03:16.823367+00:00,APPROVED,0,None
b6edeaf5-17c6-477f-971b-1a9512fc0af2,35,3780.48,Flipkart,Shopping,"Chennai, IN",device-mobile-035,2026-08-12T09:04:07.823367+00:00,APPROVED,0,None
10720bfc-5055-4912-bc40-8c2ea571e5e3,41,6516.25,Steam Games,Shopping,"London, UK",device-botnet-31,2026-08-12T09:05:28.823367+00:00,FLAGGED,1,FAILED_ATTEMPT_STUFFING
57d0cb25-3c05-454a-93e8-5738e7c7577a,38,434.75,Starbucks,Food & Dining,"Hyderabad, IN",device-mobile-038,2026-08-12T09:12:10.823367+00:00,APPROVED,0,None
56c8c4a2-7ef9-4a48-9711-7566b6b5ed80,1,1126.91,Netflix,Entertainment,"Bengaluru, IN",device-mobile-001,2026-08-12T09:12:43.823367+00:00,APPROVED,0,None
6bbcb958-5ed6-41c4-90a9-25d3d2b4fd63,16,843.89,Spotify,Entertainment,"Chennai, IN",device-mobile-016,2026-08-12T09:19:15.823367+00:00,APPROVED,0,None
dfd8afc9-5d00-4d83-b449-1cd6d8e3f3b1,20,1395.85,Zomato,Food & Dining,"Pune, IN",device-mobile-020,2026-08-12T09:20:00.823367+00:00,APPROVED,0,None
b9a2d40f-38c3-4c65-b4a7-378e4b4eb4dc,22,620.01,Flipkart,Shopping,"Chennai, IN",device-mobile-022,2026-08-12T09:22:57.823367+00:00,APPROVED,0,None
e4e7c63c-de9f-4955-aa79-9e69ed7d4ac8,2,2439.57,PVR Cinemas,Entertainment,"Pune, IN",device-mobile-002,2026-08-12T09:30:56.823367+00:00,APPROVED,0,None
505538ef-0129-40b3-846c-cd639a7e814e,30,511.68,Zomato,Food & Dining,"Bengaluru, IN",device-mobile-030,2026-08-12T10:07:21.823367+00:00,APPROVED,0,None
db47ab40-70cf-4123-8742-ff09476d8b1a,41,8953.81,Amazon India,Shopping,"Ahmedabad, IN",device-mobile-041,2026-08-12T10:14:11.823367+00:00,SUSPICIOUS,1,RAPID_BURST
4ef4643d-e9a0-41f2-9406-6c57e945b2f6,3,2562.86,Vijay Sales,Electronics,"Delhi, IN",device-mobile-003,2026-08-12T10:15:45.823367+00:00,APPROVED,0,None
2e94c6f5-5098-403d-9dc6-3911afa516ed,38,647.84,BookMyShow,Entertainment,"Hyderabad, IN",device-mobile-038,2026-08-12T10:31:03.823367+00:00,APPROVED,0,None
c72a3b50-2436-4eef-9257-06dc8ffe8563,19,1809.91,DMart,Groceries,"Kolkata, IN",device-mobile-019,2026-08-12T10:34:52.823367+00:00,APPROVED,0,None
b1473f71-cb3e-47d8-9f55-d6dbf1b538f8,35,4107.22,PVR Cinemas,Entertainment,"Mumbai, IN",device-mobile-035,2026-08-12T10:35:16.823367+00:00,APPROVED,0,None
3fec2448-b153-41d2-a386-89c1b68768c4,32,1624.61,IRCTC,Travel,"Hyderabad, IN",device-mobile-032,2026-08-12T11:05:15.823367+00:00,APPROVED,0,None
d0297d8d-e950-4add-9627-c461d221180f,43,55778.09,Apple Store,Electronics,"Chennai, IN",device-emulator-root-2409,2026-08-12T11:10:39.823367+00:00,SUSPICIOUS,1,UNRECOGNIZED_DEVICE
833f3a3b-e20f-4880-ad38-51f36af4a981,48,3677.9,BigBasket,Groceries,"Bengaluru, IN",device-mobile-048,2026-08-12T11:45:39.823367+00:00,APPROVED,0,None
f0138bb7-9caa-4814-aacf-61cc69ce6d3a,9,2613.39,PVR Cinemas,Entertainment,"Pune, IN",device-laptop-009,2026-08-12T11:52:09.823367+00:00,APPROVED,0,None
e7b1ec28-654d-45aa-90c2-456fb04d23b6,35,878.68,Zara,Shopping,"Mumbai, IN",device-mobile-035,2026-08-12T12:07:52.823367+00:00,APPROVED,0,None
487e7b03-3830-4d51-9518-d771c66e7e87,19,875.92,Samsung Store,Electronics,"Kolkata, IN",device-mobile-019,2026-08-12T12:24:18.823367+00:00,APPROVED,0,None
483f5fb6-bdd3-412a-9a2b-c8d1cdb64947,37,2060.57,IRCTC,Travel,"Kolkata, IN",device-mobile-037,2026-08-12T12:34:15.823367+00:00,APPROVED,0,None
